latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight,type,cleaning_reason
-2.577,121.3762,311.1,3.4,1.7,2020-01-04,257,Terra,MODIS,46,6.03,280.8,49.5,D,2,iqr_outlier_or_duplicate
2.7768,125.4107,317.1,1.2,1.1,2020-01-05,200,Terra,MODIS,44,6.03,281.1,16.5,D,1,iqr_outlier_or_duplicate
-2.5846,121.3762,317.1,3.3,1.7,2020-01-05,457,Aqua,MODIS,67,6.03,289.4,63.4,D,2,iqr_outlier_or_duplicate
-2.5815,121.3828,315.6,3.3,1.7,2020-01-05,457,Aqua,MODIS,60,6.03,289.3,55.9,D,2,iqr_outlier_or_duplicate
1.4633,101.7814,310.6,4.2,1.9,2020-01-06,422,Terra,MODIS,36,6.03,292.8,48.0,D,0,iqr_outlier_or_duplicate
1.4595,101.7756,310.7,4.2,1.9,2020-01-06,422,Terra,MODIS,42,6.03,292.8,49.8,D,0,iqr_outlier_or_duplicate
1.2806,102.0135,310.8,4.4,1.9,2020-01-06,422,Terra,MODIS,59,6.03,294.4,45.3,D,0,iqr_outlier_or_duplicate
-2.5847,121.3811,341.9,1.0,1.0,2020-01-08,528,Aqua,MODIS,91,6.03,299.2,39.7,D,2,iqr_outlier_or_duplicate
-2.5756,121.3798,363.9,1.0,1.0,2020-01-08,528,Aqua,MODIS,100,6.03,301.1,91.5,D,2,iqr_outlier_or_duplicate
4.0134,97.4235,351.6,1.1,1.0,2020-01-08,708,Aqua,MODIS,96,6.03,296.5,67.2,D,0,iqr_outlier_or_duplicate
1.7209,101.2172,313.5,3.7,1.8,2020-01-09,613,Aqua,MODIS,58,6.03,286.6,45.8,D,0,iqr_outlier_or_duplicate
1.7447,101.3058,306.8,1.1,1.0,2020-01-09,1537,Terra,MODIS,49,6.03,280.6,8.5,N,0,iqr_outlier_or_duplicate
-1.3743,121.3155,341.9,1.4,1.2,2020-01-10,516,Aqua,MODIS,92,6.03,291.8,68.5,D,0,iqr_outlier_or_duplicate
2.7788,125.404,332.1,1.9,1.3,2020-01-10,1737,Aqua,MODIS,100,6.03,287.2,83.3,N,1,iqr_outlier_or_duplicate
-0.4282,102.5493,307.0,1.0,1.0,2020-01-12,643,Aqua,MODIS,25,6.03,278.5,4.9,D,0,iqr_outlier_or_duplicate
1.9803,101.5581,305.4,1.2,1.1,2020-01-14,333,Terra,MODIS,57,6.03,280.1,5.5,D,0,iqr_outlier_or_duplicate
1.4541,101.7806,302.6,1.5,1.2,2020-01-14,631,Aqua,MODIS,0,6.03,270.7,7.9,D,0,iqr_outlier_or_duplicate
2.7765,125.4022,354.4,1.2,1.1,2020-01-14,1417,Terra,MODIS,100,6.03,295.9,95.4,N,1,iqr_outlier_or_duplicate
2.7787,125.4012,358.8,1.0,1.0,2020-01-14,1712,Aqua,MODIS,100,6.03,296.0,84.1,N,1,iqr_outlier_or_duplicate
2.7776,125.404,330.0,2.5,1.5,2020-01-15,237,Terra,MODIS,72,6.03,292.8,98.8,D,1,iqr_outlier_or_duplicate
-2.574,121.3801,308.4,1.0,1.0,2020-01-15,534,Aqua,MODIS,61,6.03,271.9,6.9,D,2,iqr_outlier_or_duplicate
-3.2276,121.6393,312.0,1.0,1.0,2020-01-15,534,Aqua,MODIS,48,6.03,278.9,8.6,D,0,iqr_outlier_or_duplicate
-2.583,121.3815,328.6,1.0,1.0,2020-01-15,534,Aqua,MODIS,85,6.03,273.8,26.1,D,2,iqr_outlier_or_duplicate
-2.5763,121.3878,302.4,2.6,1.5,2020-01-15,1757,Aqua,MODIS,40,6.03,271.6,27.3,N,2,iqr_outlier_or_duplicate
-2.5738,121.3875,325.7,1.8,1.3,2020-01-17,1447,Terra,MODIS,100,6.03,290.2,55.4,N,2,iqr_outlier_or_duplicate
-2.5679,121.3876,342.1,1.5,1.2,2020-01-17,1744,Aqua,MODIS,100,6.03,291.3,83.4,N,2,iqr_outlier_or_duplicate
-2.5712,121.3814,333.5,1.5,1.2,2020-01-17,1744,Aqua,MODIS,100,6.03,291.3,58.9,N,2,iqr_outlier_or_duplicate
1.9759,101.5449,316.4,3.6,1.8,2020-01-18,309,Terra,MODIS,65,6.03,293.2,51.3,D,0,iqr_outlier_or_duplicate
-4.0216,136.1181,304.6,1.1,1.0,2020-01-18,426,Aqua,MODIS,47,6.03,275.7,6.6,D,0,iqr_outlier_or_duplicate
1.9676,101.535,316.5,4.6,2.0,2020-01-18,607,Aqua,MODIS,66,6.03,290.8,88.8,D,0,iqr_outlier_or_duplicate
1.9678,101.5388,316.1,4.6,2.0,2020-01-18,607,Aqua,MODIS,65,6.03,290.8,85.6,D,0,iqr_outlier_or_duplicate
-8.8275,117.9995,312.2,4.3,1.9,2020-01-19,508,Aqua,MODIS,25,6.03,293.3,57.3,D,0,iqr_outlier_or_duplicate
-8.6725,118.2412,315.3,4.1,1.9,2020-01-19,508,Aqua,MODIS,18,6.03,294.9,68.2,D,0,iqr_outlier_or_duplicate
-8.448,118.006,318.8,4.3,1.9,2020-01-19,508,Aqua,MODIS,0,6.03,292.7,76.6,D,0,iqr_outlier_or_duplicate
-2.5792,121.3787,344.6,1.9,1.3,2020-01-19,509,Aqua,MODIS,93,6.03,297.3,115.8,D,2,iqr_outlier_or_duplicate
-0.3493,127.2302,346.0,1.0,1.0,2020-01-19,510,Aqua,MODIS,93,6.03,301.2,50.3,D,0,iqr_outlier_or_duplicate
-8.4791,121.2635,314.3,4.1,1.9,2020-01-20,259,Terra,MODIS,0,6.03,293.8,52.9,D,0,iqr_outlier_or_duplicate
-2.5763,121.3836,339.7,1.8,1.3,2020-01-20,552,Aqua,MODIS,89,6.03,301.4,79.7,D,2,iqr_outlier_or_duplicate
-2.5818,121.3774,339.9,1.8,1.3,2020-01-20,552,Aqua,MODIS,89,6.03,302.3,81.0,D,2,iqr_outlier_or_duplicate
-2.2068,121.4345,327.2,1.9,1.3,2020-01-20,552,Aqua,MODIS,81,6.03,295.9,46.5,D,0,iqr_outlier_or_duplicate
-2.5723,121.3839,341.4,1.8,1.3,2020-01-21,202,Terra,MODIS,91,6.03,296.6,87.2,D,2,iqr_outlier_or_duplicate
-2.5786,121.3798,350.8,1.1,1.1,2020-01-22,540,Aqua,MODIS,95,6.03,305.5,62.6,D,2,iqr_outlier_or_duplicate
-0.9758,116.9608,365.3,1.1,1.0,2020-01-22,541,Aqua,MODIS,100,6.03,297.5,107.4,D,0,iqr_outlier_or_duplicate
-3.8509,136.4502,343.9,1.3,1.1,2020-01-23,444,Aqua,MODIS,66,6.03,297.0,62.5,D,0,iqr_outlier_or_duplicate
-2.5711,121.3827,348.2,1.4,1.2,2020-01-23,1410,Terra,MODIS,100,6.03,285.9,99.3,N,2,iqr_outlier_or_duplicate
-2.5817,121.3839,340.6,1.4,1.2,2020-01-23,1410,Terra,MODIS,100,6.03,286.7,74.7,N,2,iqr_outlier_or_duplicate
-2.569,121.3786,337.9,1.8,1.3,2020-01-23,1708,Aqua,MODIS,100,6.03,285.9,92.8,N,2,iqr_outlier_or_duplicate
-2.5713,121.3939,346.9,1.8,1.3,2020-01-23,1708,Aqua,MODIS,100,6.03,286.5,128.6,N,2,iqr_outlier_or_duplicate
-2.5777,121.386,346.8,1.8,1.3,2020-01-23,1708,Aqua,MODIS,100,6.03,286.7,128.0,N,2,iqr_outlier_or_duplicate
-2.5805,121.3809,362.9,1.0,1.0,2020-01-24,528,Aqua,MODIS,100,6.03,298.8,87.8,D,2,iqr_outlier_or_duplicate
2.2421,118.0308,349.9,1.3,1.1,2020-01-24,529,Aqua,MODIS,95,6.03,299.0,78.3,D,0,iqr_outlier_or_duplicate
1.971,101.5463,332.6,1.7,1.3,2020-01-24,708,Aqua,MODIS,84,6.03,305.6,48.9,D,0,iqr_outlier_or_duplicate
-3.8163,136.8413,301.3,1.0,1.0,2020-01-25,432,Aqua,MODIS,15,6.03,276.2,2.9,D,0,iqr_outlier_or_duplicate
-4.8622,105.6738,343.4,1.7,1.3,2020-01-27,305,Terra,MODIS,92,6.03,293.9,90.1,D,0,iqr_outlier_or_duplicate
-2.5819,121.3773,307.3,4.3,1.9,2020-01-27,1346,Terra,MODIS,53,6.03,289.3,66.2,N,2,iqr_outlier_or_duplicate
-0.9039,117.0015,353.8,1.0,1.0,2020-01-29,547,Aqua,MODIS,97,6.03,299.2,64.1,D,0,iqr_outlier_or_duplicate
-8.1166,112.9252,300.2,1.1,1.0,2020-01-29,1510,Terra,MODIS,21,6.03,271.2,9.0,N,1,iqr_outlier_or_duplicate
-8.1151,112.9371,303.9,1.3,1.1,2020-01-29,1811,Aqua,MODIS,58,6.03,277.7,11.8,N,1,iqr_outlier_or_duplicate
-8.1132,112.923,300.8,1.3,1.1,2020-01-29,1811,Aqua,MODIS,33,6.03,275.6,9.5,N,1,iqr_outlier_or_duplicate
-2.5788,121.3877,317.5,2.3,1.5,2020-01-30,156,Terra,MODIS,68,6.03,280.1,47.5,D,2,iqr_outlier_or_duplicate
-2.5758,121.3856,326.3,1.4,1.2,2020-01-30,1714,Aqua,MODIS,100,6.03,268.1,43.1,N,2,iqr_outlier_or_duplicate
-2.5706,121.3968,319.8,2.3,1.5,2020-02-01,1702,Aqua,MODIS,99,6.03,285.3,60.6,N,2,iqr_outlier_or_duplicate
-2.1377,132.5286,335.0,3.6,1.8,2020-02-04,214,Terra,MODIS,87,6.03,291.3,198.5,D,0,iqr_outlier_or_duplicate
-2.1331,132.4966,371.0,3.6,1.8,2020-02-04,214,Terra,MODIS,100,6.03,293.7,736.8,D,0,iqr_outlier_or_duplicate
-2.149,132.4943,325.8,3.6,1.8,2020-02-04,214,Terra,MODIS,79,6.03,291.9,120.7,D,0,iqr_outlier_or_duplicate
-2.126,132.4919,342.2,3.6,1.8,2020-02-04,214,Terra,MODIS,91,6.03,293.0,270.7,D,0,iqr_outlier_or_duplicate
-2.1304,132.524,331.1,3.6,1.8,2020-02-04,214,Terra,MODIS,84,6.03,291.4,164.4,D,0,iqr_outlier_or_duplicate
-2.1419,132.4897,350.8,3.6,1.8,2020-02-04,214,Terra,MODIS,96,6.03,292.7,380.6,D,0,iqr_outlier_or_duplicate
-2.1463,132.5218,333.8,3.6,1.8,2020-02-04,214,Terra,MODIS,86,6.03,291.8,189.0,D,0,iqr_outlier_or_duplicate
-2.1423,132.5052,424.2,2.0,1.4,2020-02-04,509,Aqua,MODIS,100,6.03,300.0,1151.4,D,0,iqr_outlier_or_duplicate
-2.1449,132.4877,378.0,2.0,1.4,2020-02-04,509,Aqua,MODIS,100,6.03,296.7,370.7,D,0,iqr_outlier_or_duplicate
-2.13,132.5035,393.3,2.0,1.4,2020-02-04,509,Aqua,MODIS,100,6.03,295.0,560.7,D,0,iqr_outlier_or_duplicate
-2.1326,132.4859,350.7,2.0,1.4,2020-02-04,509,Aqua,MODIS,96,6.03,295.5,146.9,D,0,iqr_outlier_or_duplicate
-2.1402,132.4996,413.8,2.0,1.4,2020-02-04,509,Aqua,MODIS,100,6.03,303.9,914.6,D,0,iqr_outlier_or_duplicate
-2.1279,132.4978,365.7,2.0,1.4,2020-02-04,509,Aqua,MODIS,100,6.03,294.3,256.7,D,0,iqr_outlier_or_duplicate
-2.1305,132.4802,328.5,2.0,1.4,2020-02-04,509,Aqua,MODIS,53,6.03,294.8,47.6,D,0,iqr_outlier_or_duplicate
1.1976,102.1935,343.9,1.0,1.0,2020-02-04,649,Aqua,MODIS,70,6.03,299.2,39.9,D,0,iqr_outlier_or_duplicate
-2.1416,132.4995,339.5,1.7,1.3,2020-02-05,119,Terra,MODIS,85,6.03,294.8,76.1,D,0,iqr_outlier_or_duplicate
-2.7016,110.4993,321.9,1.1,1.1,2020-02-05,258,Terra,MODIS,70,6.03,278.6,18.6,D,0,iqr_outlier_or_duplicate
-8.1076,112.9371,301.5,1.6,1.2,2020-02-05,1817,Aqua,MODIS,42,6.03,270.3,15.6,N,1,iqr_outlier_or_duplicate
-2.5775,121.3805,345.6,1.7,1.3,2020-02-06,202,Terra,MODIS,93,6.03,296.5,105.7,D,2,iqr_outlier_or_duplicate
1.7869,101.7002,314.6,1.0,1.0,2020-02-06,340,Terra,MODIS,51,6.03,280.5,9.4,D,0,iqr_outlier_or_duplicate
0.4685,102.2677,306.5,1.0,1.0,2020-02-06,340,Terra,MODIS,25,6.03,278.3,5.1,D,0,iqr_outlier_or_duplicate
-2.5791,121.3709,324.7,3.3,1.7,2020-02-06,457,Aqua,MODIS,78,6.03,294.5,96.9,D,2,iqr_outlier_or_duplicate
-2.573,121.3828,357.3,1.1,1.1,2020-02-06,1720,Aqua,MODIS,100,6.03,292.0,91.8,N,2,iqr_outlier_or_duplicate
-2.5744,121.3926,345.3,1.1,1.1,2020-02-06,1720,Aqua,MODIS,100,6.03,290.6,60.4,N,2,iqr_outlier_or_duplicate
1.4988,127.6351,308.8,1.2,1.1,2020-02-08,149,Terra,MODIS,67,6.03,277.6,10.3,D,1,iqr_outlier_or_duplicate
1.4889,127.6341,303.1,1.2,1.1,2020-02-08,149,Terra,MODIS,33,6.03,276.8,5.3,D,1,iqr_outlier_or_duplicate
-2.678,105.3526,303.9,1.0,1.0,2020-02-08,329,Terra,MODIS,34,6.03,278.8,4.6,D,0,iqr_outlier_or_duplicate
-2.5734,121.3756,316.2,1.4,1.2,2020-02-08,1410,Terra,MODIS,90,6.03,267.4,25.9,N,2,iqr_outlier_or_duplicate
0.6673,117.4614,309.1,1.1,1.0,2020-02-09,232,Terra,MODIS,14,6.03,279.4,5.9,D,2,iqr_outlier_or_duplicate
-1.2832,121.7037,344.4,1.0,1.0,2020-02-09,528,Aqua,MODIS,70,6.03,275.2,49.7,D,0,iqr_outlier_or_duplicate
-3.0648,105.292,304.7,2.8,1.6,2020-02-09,706,Aqua,MODIS,0,6.03,271.2,17.0,D,0,iqr_outlier_or_duplicate
1.495,127.6374,308.8,1.2,1.1,2020-02-10,1654,Aqua,MODIS,76,6.03,276.2,13.0,N,1,iqr_outlier_or_duplicate
1.4952,127.6307,302.2,1.2,1.1,2020-02-10,1654,Aqua,MODIS,36,6.03,275.6,7.6,N,1,iqr_outlier_or_duplicate
-2.8908,121.9433,302.2,1.0,1.0,2020-02-11,221,Terra,MODIS,43,6.03,281.1,3.7,D,0,iqr_outlier_or_duplicate
-2.2992,121.5748,357.6,1.4,1.2,2020-02-11,516,Aqua,MODIS,99,6.03,300.7,115.4,D,0,iqr_outlier_or_duplicate
-8.1081,112.9268,310.3,1.6,1.3,2020-02-11,1740,Aqua,MODIS,80,6.03,273.5,27.0,N,1,iqr_outlier_or_duplicate
-2.2318,101.07,321.8,1.2,1.1,2020-02-13,642,Aqua,MODIS,65,6.03,277.3,22.8,D,0,iqr_outlier_or_duplicate
0.0357,117.4205,310.3,1.0,1.0,2020-02-14,547,Aqua,MODIS,57,6.03,277.2,6.5,D,0,iqr_outlier_or_duplicate
-8.1088,112.9245,314.7,1.3,1.1,2020-02-14,1811,Aqua,MODIS,90,6.03,274.0,23.4,N,1,iqr_outlier_or_duplicate
-8.111,112.9394,307.6,1.3,1.1,2020-02-14,1811,Aqua,MODIS,72,6.03,276.1,15.8,N,1,iqr_outlier_or_duplicate
-3.7372,137.9617,329.6,2.2,1.4,2020-02-15,450,Aqua,MODIS,85,6.03,295.4,74.8,D,0,iqr_outlier_or_duplicate
-1.9067,133.1179,355.6,1.1,1.0,2020-02-15,451,Aqua,MODIS,98,6.03,298.9,74.6,D,0,iqr_outlier_or_duplicate
-1.908,133.1082,346.7,1.1,1.0,2020-02-15,451,Aqua,MODIS,94,6.03,298.5,52.4,D,0,iqr_outlier_or_duplicate
-2.6173,140.6736,304.9,1.0,1.0,2020-02-16,101,Terra,MODIS,0,6.03,278.4,4.7,D,0,iqr_outlier_or_duplicate
-8.1123,112.9264,339.4,1.0,1.0,2020-02-16,1458,Terra,MODIS,100,6.03,282.5,47.6,N,1,iqr_outlier_or_duplicate
-8.1137,112.9169,320.1,1.0,1.0,2020-02-16,1458,Terra,MODIS,100,6.03,276.6,21.9,N,1,iqr_outlier_or_duplicate
-2.5657,121.3765,306.6,2.3,1.5,2020-02-17,1702,Aqua,MODIS,47,6.03,280.3,29.4,N,2,iqr_outlier_or_duplicate
-2.5688,121.3967,317.5,2.3,1.5,2020-02-17,1702,Aqua,MODIS,94,6.03,279.5,57.3,N,2,iqr_outlier_or_duplicate
-2.5771,121.388,323.8,2.3,1.5,2020-02-17,1702,Aqua,MODIS,100,6.03,279.3,78.6,N,2,iqr_outlier_or_duplicate
-1.4618,127.4363,343.4,1.0,1.0,2020-02-20,510,Aqua,MODIS,69,6.03,302.5,40.8,D,2,iqr_outlier_or_duplicate
-2.5803,121.3848,330.4,1.9,1.3,2020-02-21,553,Aqua,MODIS,83,6.03,292.7,54.0,D,2,iqr_outlier_or_duplicate
-2.5718,121.3864,331.5,1.7,1.3,2020-02-22,203,Terra,MODIS,85,6.03,295.5,53.1,D,2,iqr_outlier_or_duplicate
-2.5832,121.3844,329.7,1.7,1.3,2020-02-22,203,Terra,MODIS,84,6.03,294.2,48.1,D,2,iqr_outlier_or_duplicate
-2.5867,121.3795,325.9,3.3,1.7,2020-02-22,457,Aqua,MODIS,75,6.03,287.2,111.6,D,2,iqr_outlier_or_duplicate
-2.5749,121.3745,323.9,3.3,1.7,2020-02-22,457,Aqua,MODIS,73,6.03,289.1,101.0,D,2,iqr_outlier_or_duplicate
2.902,97.7166,323.2,2.2,1.4,2020-02-22,638,Aqua,MODIS,76,6.03,298.4,45.4,D,0,iqr_outlier_or_duplicate
2.9019,97.7101,325.2,2.2,1.4,2020-02-22,638,Aqua,MODIS,78,6.03,298.3,53.9,D,0,iqr_outlier_or_duplicate
1.78,101.6997,326.2,1.8,1.3,2020-02-22,1603,Terra,MODIS,100,6.03,296.8,51.7,N,0,iqr_outlier_or_duplicate
1.777,101.7035,339.9,1.1,1.1,2020-02-22,1858,Aqua,MODIS,100,6.03,299.9,48.5,N,0,iqr_outlier_or_duplicate
-2.5786,121.383,333.7,2.0,1.4,2020-02-23,246,Terra,MODIS,88,6.03,292.6,80.4,D,2,iqr_outlier_or_duplicate
-2.5764,121.3901,329.5,2.0,1.4,2020-02-23,246,Terra,MODIS,85,6.03,292.2,64.2,D,2,iqr_outlier_or_duplicate
-2.5757,121.3848,345.1,1.2,1.1,2020-02-23,540,Aqua,MODIS,92,6.03,292.7,54.4,D,2,iqr_outlier_or_duplicate
0.3672,116.3795,356.0,1.1,1.1,2020-02-23,541,Aqua,MODIS,98,6.03,300.4,80.4,D,0,iqr_outlier_or_duplicate
3.6519,117.4497,344.3,1.0,1.0,2020-02-23,542,Aqua,MODIS,92,6.03,299.7,42.9,D,0,iqr_outlier_or_duplicate
1.4386,101.7703,318.1,3.1,1.7,2020-02-23,720,Aqua,MODIS,35,6.03,296.2,51.3,D,0,iqr_outlier_or_duplicate
1.4359,101.7656,317.2,3.1,1.7,2020-02-23,720,Aqua,MODIS,34,6.03,296.0,47.8,D,0,iqr_outlier_or_duplicate
-8.1112,112.9276,331.9,1.0,1.0,2020-02-23,1505,Terra,MODIS,100,6.03,275.7,34.4,N,1,iqr_outlier_or_duplicate
-8.1124,112.9186,325.1,1.0,1.0,2020-02-23,1505,Terra,MODIS,100,6.03,272.6,26.0,N,1,iqr_outlier_or_duplicate
-8.1214,112.9203,300.7,1.0,1.0,2020-02-23,1505,Terra,MODIS,33,6.03,273.2,7.2,N,1,iqr_outlier_or_duplicate
-8.1201,112.9293,308.3,1.0,1.0,2020-02-23,1505,Terra,MODIS,74,6.03,276.3,11.7,N,1,iqr_outlier_or_duplicate
1.0909,102.9154,319.2,2.7,1.6,2020-02-23,1507,Terra,MODIS,98,6.03,290.4,65.6,N,0,iqr_outlier_or_duplicate
1.087,102.9214,329.5,2.7,1.6,2020-02-23,1507,Terra,MODIS,100,6.03,290.8,113.1,N,0,iqr_outlier_or_duplicate
1.0945,102.9394,315.6,2.7,1.6,2020-02-23,1507,Terra,MODIS,92,6.03,290.7,50.6,N,0,iqr_outlier_or_duplicate
1.7751,101.6994,315.5,3.3,1.7,2020-02-23,1508,Terra,MODIS,91,6.03,290.6,68.4,N,0,iqr_outlier_or_duplicate
-8.1058,112.9263,325.5,1.1,1.0,2020-02-23,1805,Aqua,MODIS,100,6.03,277.1,29.0,N,1,iqr_outlier_or_duplicate
-8.1074,112.9371,301.4,1.1,1.0,2020-02-23,1805,Aqua,MODIS,41,6.03,277.5,7.5,N,1,iqr_outlier_or_duplicate
-3.2531,102.4064,335.2,2.1,1.4,2020-02-24,624,Aqua,MODIS,88,6.03,295.6,89.2,D,0,iqr_outlier_or_duplicate
-3.2557,102.3872,328.2,2.1,1.4,2020-02-24,624,Aqua,MODIS,83,6.03,294.5,61.5,D,0,iqr_outlier_or_duplicate
-3.2512,102.3999,340.0,2.1,1.4,2020-02-24,624,Aqua,MODIS,90,6.03,295.4,110.4,D,0,iqr_outlier_or_duplicate
1.0818,102.9371,367.0,1.6,1.2,2020-02-24,625,Aqua,MODIS,100,6.03,294.8,193.9,D,0,iqr_outlier_or_duplicate
1.095,102.9495,338.4,1.6,1.2,2020-02-24,625,Aqua,MODIS,57,6.03,293.8,58.3,D,0,iqr_outlier_or_duplicate
1.0929,102.9354,379.2,1.6,1.2,2020-02-24,625,Aqua,MODIS,94,6.03,297.1,280.4,D,0,iqr_outlier_or_duplicate
1.2225,98.9301,337.8,3.3,1.7,2020-02-24,625,Aqua,MODIS,89,6.03,296.6,192.4,D,0,iqr_outlier_or_duplicate
1.7757,101.7021,329.4,1.9,1.4,2020-02-24,625,Aqua,MODIS,73,6.03,298.4,48.7,D,0,iqr_outlier_or_duplicate
-2.5723,121.3909,332.4,1.8,1.3,2020-02-24,1708,Aqua,MODIS,100,6.03,284.0,72.9,N,2,iqr_outlier_or_duplicate
-2.5692,121.3859,326.0,1.8,1.3,2020-02-24,1708,Aqua,MODIS,100,6.03,284.9,54.0,N,2,iqr_outlier_or_duplicate
1.0808,102.9362,331.7,2.2,1.4,2020-02-25,708,Aqua,MODIS,84,6.03,297.7,72.2,D,0,iqr_outlier_or_duplicate
1.0936,102.9344,335.8,2.2,1.4,2020-02-25,708,Aqua,MODIS,76,6.03,298.5,84.0,D,0,iqr_outlier_or_duplicate
1.0908,102.9151,347.2,2.2,1.4,2020-02-25,708,Aqua,MODIS,88,6.03,297.4,145.2,D,0,iqr_outlier_or_duplicate
1.0937,102.9272,344.5,2.2,1.4,2020-02-25,708,Aqua,MODIS,77,6.03,299.2,121.2,D,0,iqr_outlier_or_duplicate
1.091,102.9079,333.5,2.2,1.4,2020-02-25,708,Aqua,MODIS,48,6.03,296.1,66.5,D,0,iqr_outlier_or_duplicate
1.5992,101.5339,349.3,1.7,1.3,2020-02-25,708,Aqua,MODIS,95,6.03,301.1,110.1,D,0,iqr_outlier_or_duplicate
-8.1172,112.9202,305.5,1.2,1.1,2020-02-25,1452,Terra,MODIS,64,6.03,277.9,11.9,N,1,iqr_outlier_or_duplicate
-8.1158,112.9306,300.7,1.2,1.1,2020-02-25,1452,Terra,MODIS,27,6.03,276.7,8.4,N,1,iqr_outlier_or_duplicate
1.0845,102.9035,329.1,1.9,1.4,2020-02-26,316,Terra,MODIS,57,6.03,294.9,48.2,D,0,iqr_outlier_or_duplicate
-7.2517,112.6746,310.8,2.0,1.4,2020-02-26,318,Terra,MODIS,41,6.03,281.1,12.6,D,2,iqr_outlier_or_duplicate
1.5963,101.4984,317.8,3.6,1.8,2020-02-26,613,Aqua,MODIS,71,6.03,293.3,51.9,D,0,iqr_outlier_or_duplicate
1.6011,101.5297,331.7,3.5,1.8,2020-02-26,613,Aqua,MODIS,85,6.03,294.1,147.7,D,0,iqr_outlier_or_duplicate
1.5919,101.5355,326.9,3.5,1.8,2020-02-26,613,Aqua,MODIS,81,6.03,293.6,106.7,D,0,iqr_outlier_or_duplicate
1.5873,101.5041,321.3,3.6,1.8,2020-02-26,613,Aqua,MODIS,75,6.03,293.2,69.6,D,0,iqr_outlier_or_duplicate
1.0799,102.9052,325.8,2.8,1.6,2020-02-26,613,Aqua,MODIS,47,6.03,296.4,69.0,D,0,iqr_outlier_or_duplicate
0.7947,102.5286,335.6,1.3,1.1,2020-02-26,1834,Aqua,MODIS,100,6.03,295.1,50.0,N,0,iqr_outlier_or_duplicate
-2.5757,140.5064,313.5,3.9,1.8,2020-02-27,337,Aqua,MODIS,28,6.03,290.4,51.8,D,0,iqr_outlier_or_duplicate
1.5962,101.5352,335.9,1.4,1.2,2020-02-27,359,Terra,MODIS,87,6.03,295.5,45.6,D,0,iqr_outlier_or_duplicate
-0.1428,99.7621,350.7,1.0,1.0,2020-02-27,655,Aqua,MODIS,0,6.03,295.0,55.5,D,0,iqr_outlier_or_duplicate
1.0638,102.9418,343.1,1.3,1.1,2020-02-27,656,Aqua,MODIS,91,6.03,295.7,57.4,D,0,iqr_outlier_or_duplicate
1.3603,98.9422,348.9,1.0,1.0,2020-02-27,656,Aqua,MODIS,95,6.03,300.6,51.7,D,0,iqr_outlier_or_duplicate
1.4448,98.8219,343.5,1.0,1.0,2020-02-27,656,Aqua,MODIS,92,6.03,301.1,41.0,D,0,iqr_outlier_or_duplicate
1.4435,98.8129,358.9,1.0,1.0,2020-02-27,656,Aqua,MODIS,99,6.03,304.0,76.2,D,0,iqr_outlier_or_duplicate
4.0123,97.1694,341.9,1.1,1.0,2020-02-27,657,Aqua,MODIS,91,6.03,300.2,47.2,D,0,iqr_outlier_or_duplicate
4.135,96.9815,354.2,1.1,1.1,2020-02-27,657,Aqua,MODIS,97,6.03,300.5,78.1,D,0,iqr_outlier_or_duplicate
-0.2046,117.4126,338.0,1.3,1.2,2020-02-28,600,Aqua,MODIS,66,6.03,298.1,46.6,D,0,iqr_outlier_or_duplicate
-2.5779,121.3808,312.4,4.2,1.9,2020-02-28,1346,Terra,MODIS,52,6.03,278.0,99.4,N,2,iqr_outlier_or_duplicate
-2.5813,121.3874,307.3,4.2,1.9,2020-02-28,1346,Terra,MODIS,37,6.03,275.1,76.2,N,2,iqr_outlier_or_duplicate
1.6129,101.2819,328.5,1.6,1.2,2020-02-28,1526,Terra,MODIS,100,6.03,291.9,51.0,N,0,iqr_outlier_or_duplicate
1.6133,101.2793,385.5,1.0,1.0,2020-02-29,346,Terra,MODIS,100,6.03,306.0,166.4,D,0,iqr_outlier_or_duplicate
1.6119,101.2882,348.2,1.0,1.0,2020-02-29,346,Terra,MODIS,94,6.03,301.1,47.2,D,0,iqr_outlier_or_duplicate
-0.3494,117.3508,310.5,4.7,2.0,2020-02-29,504,Aqua,MODIS,38,6.03,274.8,68.6,D,0,iqr_outlier_or_duplicate
-0.3504,117.3471,310.6,4.7,2.0,2020-02-29,504,Aqua,MODIS,41,6.03,274.7,70.3,D,0,iqr_outlier_or_duplicate
1.0586,102.9497,359.2,1.0,1.0,2020-02-29,643,Aqua,MODIS,99,6.03,297.6,73.4,D,0,iqr_outlier_or_duplicate
2.0594,101.2067,341.9,1.1,1.0,2020-02-29,644,Aqua,MODIS,91,6.03,297.4,41.9,D,0,iqr_outlier_or_duplicate
4.1642,97.6753,331.2,1.6,1.2,2020-02-29,644,Aqua,MODIS,73,6.03,292.0,50.8,D,0,iqr_outlier_or_duplicate
4.1663,97.6894,329.7,1.6,1.2,2020-02-29,644,Aqua,MODIS,82,6.03,293.0,47.4,D,0,iqr_outlier_or_duplicate
4.1532,97.6775,341.2,1.6,1.2,2020-02-29,644,Aqua,MODIS,79,6.03,293.2,80.2,D,0,iqr_outlier_or_duplicate
4.1552,97.6908,338.7,1.6,1.2,2020-02-29,644,Aqua,MODIS,89,6.03,293.8,72.7,D,0,iqr_outlier_or_duplicate
